Seq		Group	Sub Group	Doc	AGK	Codey	Tab Name	Tab Nbr	Ret Value	Man Ret Value	Open	Close	Show	Special	SpecCol1	SpecCol2	Help
1255	Command	Input		SetCursorBlinkTime( seconds )			Input	5	0								
1256	Command	Input		SetEditBoxActive( index, active )			Input	5	0								
1257	Command	Input		SetEditBoxBackgroundColor( index, red, green, blue, alpha )			Input	5	0								
1258	Command	Input		SetEditBoxBackgroundImage( index, image )			Input	5	0								
1259	Command	Input		SetEditBoxBorderColor( index, red, green, blue, alpha )			Input	5	0								
1260	Command	Input		SetEditBoxBorderImage( index, image )			Input	5	0								
1261	Command	Input		SetEditBoxBorderSize( index, size )			Input	5	0								
1262	Command	Input		SetEditBoxCursorBlinkTime( index, time )			Input	5	0								
1263	Command	Input		SetEditBoxCursorColor( index, red, green, blue )			Input	5	0								
1264	Command	Input		SetEditBoxCursorPosition( index, pos )			Input	5	0								
1265	Command	Input		SetEditBoxCursorWidth( index, width )			Input	5	0								
1266	Command	Input		SetEditBoxDepth( index, depth )			Input	5	0								
1267	Command	Input		SetEditBoxExtendedFontImage( index, image )			Input	5	0								
1268	Command	Input		SetEditBoxFocus( index, focus )			Input	5	0								
1269	Command	Input		SetEditBoxFont( index, fontID )			Input	5	0								
1270	Command	Input		SetEditBoxFontImage( index, image )			Input	5	0								
1271	Command	Input		SetEditBoxInputType( index, inputType )			Input	5	0								
1272	Command	Input		SetEditBoxMaxChars( index, max )			Input	5	0								
1273	Command	Input		SetEditBoxMaxLines( index, max )			Input	5	0								
1274	Command	Input		SetEditBoxMultiLine( index, multiline )			Input	5	0								
1275	Command	Input		SetEditBoxPasswordMode( index, mode )			Input	5	0								
1276	Command	Input		SetEditBoxPosition( index, x, y )			Input	5	0								
1277	Command	Input		SetEditBoxScissor( index, x, y, x2, y2 )			Input	5	0								
1278	Command	Input		SetEditBoxSize( index, width, height )			Input	5	0								
1279	Command	Input		SetEditBoxText( index, str )			Input	5	0								
1280	Command	Input		SetEditBoxTextColor( index, red, green, blue )			Input	5	0								
1281	Command	Input		SetEditBoxTextSize( index, size )			Input	5	0								
1282	Command	Input		SetEditBoxUseAlternateInput( index, mode )			Input	5	0								
1283	Command	Input		SetEditBoxVisible( index, visible )			Input	5	0								
1284	Command	Input		SetEditBoxWrapMode( index, mode )			Input	5	0								
1285	Command	Input		SetJoystickDeadZone( threshold )			Input	5	0								
1286	Command	Input		SetJoystickScreenPosition( x, y, size )			Input	5	0								
1287	Command	Input		SetTextInputMaxChars( max )			Input	5	0								
1288	Command	Input		SetVirtualButtonActive( index, active )			Input	5	0								
1289	Command	Input		SetVirtualButtonAlpha( index, alpha )			Input	5	0								
1290	Command	Input		SetVirtualButtonColor( index, red, green, blue )			Input	5	0								
1291	Command	Input		SetVirtualButtonImageDown( index, imageID )			Input	5	0								
1292	Command	Input		SetVirtualButtonImageUp( index, imageID )			Input	5	0								
1293	Command	Input		SetVirtualButtonPosition( index, x, y )			Input	5	0								
1294	Command	Input		SetVirtualButtonSize( index, sizeX, sizeY )			Input	5	0								
1295	Command	Input		SetVirtualButtonText( index, str )			Input	5	0								
1296	Command	Input		SetVirtualButtonVisible( index, visible )			Input	5	0								
1297	Command	Input		SetVirtualJoystickActive( index, active )			Input	5	0								
1298	Command	Input		SetVirtualJoystickAlpha( index, alpha1, alpha2 )			Input	5	0								
1299	Command	Input		SetVirtualJoystickDeadZone( threshold )			Input	5	0								
1300	Command	Input		SetVirtualJoystickImageInner( index, imageID )			Input	5	0								
1301	Command	Input		SetVirtualJoystickImageOuter( index, imageID )			Input	5	0								
1302	Command	Input		SetVirtualJoystickPosition( index, x, y )			Input	5	0								
1303	Command	Input		SetVirtualJoystickSize( index, size )			Input	5	0								
1304	Command	Input		SetVirtualJoystickVisible( index, visible )			Input	5	0								
1305	Command	Input		StartTextInput( initial )			Input	5	0								
1306	Command	Input		StopTextInput( )			Input	5	0								
1307	Command	Input Raw		CompleteRawJoystickDetection()			Input	5	0								
1308	Command	Input Raw		GetAccelerometerExists()			Input	5	2	2							
1309	Command	Input Raw		GetCameraExists()			Input	5	2	2							
1310	Command	Input Raw		GetCharBuffer()			Input	5	1								
1311	Command	Input Raw		GetCharBufferLength()			Input	5	1								
1312	Command	Input Raw		GetGPSSensorExists()			Input	5	2	2							
1313	Command	Input Raw		GetGyroSensorExists()			Input	5	2	2							
1314	Command	Input Raw		GetJoystickExists()			Input	5	2	2							
1315	Command	Input Raw		GetKeyboardExists()			Input	5	2	2							
1316	Command	Input Raw		GetLightSensorExists()			Input	5	2	2							
1317	Command	Input Raw		GetMagneticSensorExists()			Input	5	2	2							
1318	Command	Input Raw		GetMouseExists()			Input	5	2	2							
1319	Command	Input Raw		GetMultiTouchExists()			Input	5	2	2							
1320	Command	Input Raw		GetNFCExists()			Input	5	2	2							
1321	Command	Input Raw		GetProximitySensorExists()			Input	5	2	2							
1322	Command	Input Raw		GetRawAccelX()			Input	5	1								
1323	Command	Input Raw		GetRawAccelY()			Input	5	1								
1324	Command	Input Raw		GetRawAccelZ()			Input	5	1								
1325	Command	Input Raw		GetRawFirstTouchEvent( bIncludeUnknown )			Input	5	1								
1326	Command	Input Raw		GetRawGPSAltitude()			Input	5	1								
1327	Command	Input Raw		GetRawGPSLatitude()			Input	5	1								
1328	Command	Input Raw		GetRawGPSLongitude()			Input	5	1								
1329	Command	Input Raw		GetRawGyroVelocityX()			Input	5	1								
1330	Command	Input Raw		GetRawGyroVelocityY()			Input	5	1								
1331	Command	Input Raw		GetRawGyroVelocityZ()			Input	5	1								
1332	Command	Input Raw		GetRawJoystickButtonPressed( index, button )			Input	5	2	2							
1333	Command	Input Raw		GetRawJoystickButtonReleased( index, button )			Input	5	2	2							
1334	Command	Input Raw		GetRawJoystickButtonState( index, button )			Input	5	1								
1335	Command	Input Raw		GetRawJoystickConnected( index )			Input	5	2	2							
1336	Command	Input Raw		GetRawJoystickExists( index )			Input	5	2	2							
1337	Command	Input Raw		GetRawJoystickName( index )			Input	5	1								
1338	Command	Input Raw		GetRawJoystickPOV( index, pov )			Input	5	1								
1339	Command	Input Raw		GetRawJoystickRX( index )			Input	5	1								
1340	Command	Input Raw		GetRawJoystickRY( index )			Input	5	1								
1341	Command	Input Raw		GetRawJoystickRZ( index )			Input	5	1								
1342	Command	Input Raw		GetRawJoystickSlider( index, slider )			Input	5	1								
1343	Command	Input Raw		GetRawJoystickX( index )			Input	5	1								
1344	Command	Input Raw		GetRawJoystickY( index )			Input	5	1								
1345	Command	Input Raw		GetRawJoystickZ( index )			Input	5	1								
1346	Command	Input Raw		GetRawKeyPressed( key )	S:(in.keyPressed = ,N:1:J:key,S:)	S:key pressed ,J:key	Input	5	2	2							
1347	Command	Input Raw		GetRawKeyReleased( key )	S:(in.keyReleased = ,N:1:J:key,S:)	S:key released ,J:key	Input	5	2	2							
1348	Command	Input Raw		GetRawKeyState( key )	S:(in.keyState = ,N:1:J:key,S:)	S:key held ,J:key	Input	5	2	2							
1349	Command	Input Raw		GetRawLastKey( )	S:in.keyScan	S:key code	Input	5	1	1							
1350	Command	Input Raw		GetLastChar()	S:in.keyChr	S:key letter	Input	5	1								
1351	Command	Input Raw			S:in.keyRepeat = ,N:1	S:set key press repeat to ,N:	Input	5	0								
1352	Command	Input Raw		GetRawMagneticY()			Input	5	1								
1353	Command	Input Raw		GetRawMagneticZ()			Input	5	1								
1354	Command	Input Raw		1	S:getrawmouseleftpressed()	S:mouse pressed ,N:1	Input	5	2	2				N:1	1354	1356	
1355	Command	Input Raw		2	S:getrawmouserightpressed()		Input	5	2	2							
1356	Command	Input Raw		3	S:getrawmousemiddlepressed()		Input	5	2	2							
1357	Command	Input Raw		1	S:getrawmouseleftreleased()	S:mouse released ,N:1	Input	5	2	2				N:1	1357	1359	
1358	Command	Input Raw		2	S:getrawmouserightreleased()		Input	5	2	2							
1359	Command	Input Raw		3	S:getrawmousemiddlereleased()		Input	5	2	2							
1360	Command	Input Raw		1	S:getrawmouseleftstate()	S:mouse held ,N:1	Input	5	2	2				N:1	1360	1362	
1361	Command	Input Raw		2	S:getrawmouserightstate()		Input	5	2	2							
1362	Command	Input Raw		3	S:getrawmousemiddlestate()		Input	5	2	2							
1363	Command	Input Raw			S:getrawmousewheel()	S:mouse wheel	Input	5	1	1							
1364	Command	Input Raw			S:getrawmousewheeldelta()	S:mouse wheel delta	Input	5	1	1							
1365	Command	Input Raw			S:getrawmousex()	S:mouse x	Input	5	1	1							
1366	Command	Input Raw			S:getrawmousey()	S:mouse y	Input	5	1	1							
1367	Command	Input Raw		GetRawNextTouchEvent( )			Input	5	1								
1368	Command	Input Raw		GetRawProximityDistance()			Input	5	1								
1369	Command	Input Raw		GetRawRotationVectorW()			Input	5	1								
1370	Command	Input Raw		GetRawRotationVectorW2()			Input	5	1								
1371	Command	Input Raw		GetRawRotationVectorX()			Input	5	1								
1372	Command	Input Raw		GetRawRotationVectorX2()			Input	5	1								
1373	Command	Input Raw		GetRawRotationVectorY()			Input	5	1								
1374	Command	Input Raw		GetRawRotationVectorY2()			Input	5	1								
1375	Command	Input Raw		GetRawRotationVectorZ()			Input	5	1								
1376	Command	Input Raw		GetRawRotationVectorZ2()			Input	5	1								
1377	Command	Input Raw		GetRawTouchCount( bIncludeUnknown )			Input	5	1								
1378	Command	Input Raw		GetRawTouchCurrentX( iIndex )			Input	5	1								
1379	Command	Input Raw		GetRawTouchCurrentY( iIndex )			Input	5	1								
1380	Command	Input Raw		GetRawTouchLastX( iIndex )			Input	5	1								
1381	Command	Input Raw		GetRawTouchLastY( iIndex )			Input	5	1								
1382	Command	Input Raw		GetRawTouchReleased( iIndex )			Input	5	2	2							
1383	Command	Input Raw		GetRawTouchStartX( iIndex )			Input	5	1								
1384	Command	Input Raw		GetRawTouchStartY( iIndex )			Input	5	1								
1385	Command	Input Raw		GetRawTouchTime( iIndex )			Input	5	1								
1386	Command	Input Raw		GetRawTouchType( iIndex )			Input	5	1								
1387	Command	Input Raw		GetRawTouchValue( iIndex )			Input	5	1								
1388	Command	Input Raw		GetRotationVectorSensorExists()			Input	5	2	2							
1389	Command	Input Raw		SetRawJoystickDeadZone( threshold )			Input	5	0								
1390	Command	Input Raw		SetRawMousePosition( x, y )	S:setrawmouseposition(,F:1,S:,,F:3,S:)	s:set mouse x ,F:,S: y ,F:	Input	5	0								
1391	Command	Input Raw		SetRawMouseVisible( visible )			Input	5	0								
1392	Command	Input Raw		SetRawTouchMoveSensitivity( distance )			Input	5	2	2							
1393	Command	Input Raw		SetRawTouchValue( iIndex, value )			Input	5	0								
1394	Command	Input Raw		StartGPSTracking()			Input	5	0								
1395	Command	Input Raw		StopGPSTracking()			Input	5	0								
1396	Command	Sound		DeleteSound( iID )			Media	6	0								
1397	Command	Sound		GetSoundExists( iID )			Media	6	2	2							
1398	Command	Sound		GetSoundInstanceLoopCount( iID )			Media	6	1								
1399	Command	Sound		GetSoundInstancePlaying( iID )			Media	6	2	2							
1400	Command	Sound		GetSoundInstanceRate( iID )			Media	6	1								
1401	Command	Sound		GetSoundInstances( iID )			Media	6	1								
1402	Command	Sound		GetSoundInstanceVolume( iID )			Media	6	1								
1403	Command	Sound		GetSoundMaxRate()			Media	6	1								
1404	Command	Sound		GetSoundMinRate()			Media	6	1								
1405	Command	Sound		GetSoundsPlaying( iID )			Media	6	2	2							
1406	Command	Sound		GetSpeechNumVoices()			Media	6	1								
1407	Command	Sound		GetSpeechVoiceID( index )			Media	6	1								
1408	Command	Sound		GetSpeechVoiceLanguage( index )			Media	6	1								
1409	Command	Sound		GetSpeechVoiceName( index )			Media	6	1								
1410	Command	Sound		GetTextToSpeechReady()			Media	6	1								
1411	Command	Sound		IsSoundRecording()			Media	6	2	2							
1412	Command	Sound		IsSpeaking()			Media	6	2	2							
1413	Command	Sound		LoadSound( sFilename )			Media	6	0								
1414	Command	Sound		LoadSoundOGG( iID, sFilename )			Media	6	0								
1415	Command	Sound		PlaySound( iID, iVol )			Media	6	0								
1416	Command	Sound		RecordSound( szFilename )			Media	6	0								
1417	Command	Sound		SaveSound( iID, sFilename )			Media	6	0								
1418	Command	Sound		SetSoundInstanceBalance( iID, balance )			Media	6	0								
1419	Command	Sound		SetSoundInstanceRate( iID, rate )			Media	6	0								
1420	Command	Sound		SetSoundInstanceVolume( iID, vol )			Media	6	0								
1421	Command	Sound		SetSoundSystemVolume( iVol )			Media	6	0								
1422	Command	Sound		SetSpeechLanguage( lang )			Media	6	0								
1423	Command	Sound		SetSpeechLanguageByID( sID )			Media	6	0								
1424	Command	Sound		SetSpeechRate( rate )			Media	6	0								
1425	Command	Sound		Speak( text )			Media	6	0								
1426	Command	Sound		StopSound( iID )			Media	6	0								
1427	Command	Sound		StopSoundInstance( iID )			Media	6	0								
1428	Command	Sound		StopSoundRecording()			Media	6	0								
1429	Command	Sound		StopSpeaking()			Media	6	0								
1430	Command	Sound		TextToSpeechSetup()			Media	6	0								
1431	Command	Sound		VibrateDevice( seconds )			Media	6	0								
1432	Command	Music		DeleteMusic( iID )			Media	6	0								
1433	Command	Music		DeleteMusicOGG( musicID )			Media	6	0								
1434	Command	Music		GetMusicDuration( iID )			Media	6	1								
1435	Command	Music		GetMusicDurationOGG( musicID )			Media	6	1								
1436	Command	Music		GetMusicExists( iID )			Media	6	2	2							
1437	Command	Music		GetMusicExistsOGG( musicID )			Media	6	2	2							
1438	Command	Music		GetMusicLoopCountOGG( musicID )			Media	6	1								
1439	Command	Music		GetMusicPlaying()			Media	6	2	2							
1440	Command	Music		GetMusicPlayingOGG( musicID )			Media	6	2	2							
1441	Command	Music		GetMusicPosition()			Media	6	1								
1442	Command	Music		GetMusicPositionOGG( musicID )			Media	6	1								
1443	Command	Music		LoadMusic( iID, sFile )			Media	6	0								
1444	Command	Music		LoadMusicOGG( musicID, sFile )			Media	6	0								
1445	Command	Music		PauseMusic( )			Media	6	0								
1446	Command	Music		PauseMusicOGG( musicID )			Media	6	0								
1447	Command	Music		PlayMusic( iID, bLoop )			Media	6	0								
1448	Command	Music		PlayMusicOGG( musicID, iLoop )			Media	6	0								
1449	Command	Music		ResumeMusic( )			Media	6	0								
1450	Command	Music		ResumeMusicOGG( musicID )			Media	6	0								
1451	Command	Music		SeekMusic( seconds, mode )			Media	6	0								
1452	Command	Music		SeekMusicOGG( musicID, seconds, mode )			Media	6	0								
1453	Command	Music		SetMusicFileVolume( ID, vol )			Media	6	0								
1454	Command	Music		SetMusicLoopCountOGG(UINT musicID, loop)			Media	6	0								
1455	Command	Music		SetMusicLoopTimesOGG(UINT musicID, startTime, endTime)			Media	6	0								
1456	Command	Music		SetMusicSystemVolume( iVol )			Media	6	0								
1457	Command	Music		SetMusicSystemVolumeOGG( vol )			Media	6	0								
1458	Command	Music		SetMusicVolumeOGG( musicID, vol )			Media	6	0								
1459	Command	Music		StopMusic( )			Media	6	0								
1460	Command	Music		StopMusicOGG( musicID )			Media	6	0								
1461	Command	Video		DeleteVideo()			Media	6	0								
1462	Command	Video		GetVideoDuration()			Media	6	1								
1463	Command	Video		GetVideoHeight()			Media	6	1								
1464	Command	Video		GetVideoPlaying()			Media	6	2	2							
1465	Command	Video		GetVideoPosition()			Media	6	1								
1466	Command	Video		GetVideoWidth()			Media	6	1								
1467	Command	Video		IsScreenRecording()			Media	6	2	2							
1468	Command	Video		LoadVideo( szFilename )			Media	6	1	1							
1469	Command	Video		PauseVideo()			Media	6	0								
1470	Command	Video		PlayVideo()			Media	6	0								
1471	Command	Video		PlayVideoToImage( imageID )			Media	6	0								
1472	Command	Video		PlayYoutubeVideo( developerKey, videoID, startTime )			Media	6	0								
1473	Command	Video		SetVideoDimensions( x, y, width, height )			Media	6	0								
1474	Command	Video		SetVideoPosition( seconds )			Media	6	0								
1475	Command	Video		SetVideoVolume( volume )			Media	6	0								
1476	Command	Video		StartScreenRecording( szFilename, microphone )			Media	6	0								
1477	Command	Video		StopScreenRecording()			Media	6	0								
1478	Command	Video		StopVideo()			Media	6	0								
1479	Command	HTTP		AddHTTPHeader( iHTTP, headerName, headerValue )			Advanced	7	0								
1480	Command	HTTP		CloseHTTPConnection( iHTTP )			Advanced	7	0								
1481	Command	HTTP		CreateHTTPConnection()			Advanced	7	1	1							
1482	Command	HTTP		DeleteHTTPConnection( iHTTP )			Advanced	7	0								
1483	Command	HTTP		GetHTTPFile( iHTTP, szServerFile, szLocalFile, szPostData )			Advanced	7	1								
1484	Command	HTTP		GetHTTPFileComplete( iHTTP )			Advanced	7	2	2							
1485	Command	HTTP		GetHTTPFileProgress( iHTTP )			Advanced	7	1								
1486	Command	HTTP		GetHTTPResponse( iHTTP )			Advanced	7	1								
1487	Command	HTTP		GetHTTPResponseReady( iHTTP )			Advanced	7	1								
1488	Command	HTTP		GetHTTPStatusCode( iHTTP )			Advanced	7	1								
1489	Command	HTTP		GetInternetState()			Advanced	7	1								
1490	Command	HTTP		HTTPDecode( str )			Advanced	7	0								
1491	Command	HTTP		HTTPEncode( str )			Advanced	7	0								
1492	Command	HTTP		OpenBrowser( url )			Advanced	7	0								
1493	Command	HTTP		RemoveHTTPHeader( iHTTP, headerName )			Advanced	7	0								
1494	Command	HTTP		SendHTTPFile( iHTTP, szServerFile, szPostData, szLocalFile )			Advanced	7	0								
1495	Command	HTTP		SendHTTPRequest( iHTTP, szServerFile )			Advanced	7	0								
1496	Command	HTTP		SendHTTPRequestASync( iHTTP, szServerFile )			Advanced	7	0								
1497	Command	HTTP		SetHTTPHost( iHTTP, szHost, iSecure )			Advanced	7	0								
1498	Command	HTTP		SetHTTPTimeout( iHTTP, milliseconds )			Advanced	7	0								
1499	Command	HTTP		SetHTTPVerifyCertificate( iHTTP, mode )			Advanced	7	0								
1500	Command	Multiplayer		AddNetworkMessageFloat( iMsgID, value )			Advanced	7	0								
1501	Command	Multiplayer		AddNetworkMessageInteger( iMsgID, value )			Advanced	7	0								
1502	Command	Multiplayer		AddNetworkMessageString( iMsgID, value )			Advanced	7	0								
1503	Command	Multiplayer		CloseNetwork( iNetID )			Advanced	7	0								
1504	Command	Multiplayer		ConnectSocket( socketID, szIP, port, timeout )			Advanced	7	1	1							
1505	Command	Multiplayer		CopyNetworkMessage( iFromMsgID )			Advanced	7	0								
1506	Command	Multiplayer		CreateBroadcastListener( szIP, port )			Advanced	7	0								
1507	Command	Multiplayer		CreateNetworkMessage( )			Advanced	7	0								
1508	Command	Multiplayer		CreateSocketListener( listenerID, szIP, port )			Advanced	7	1	1							
1509	Command	Multiplayer		CreateUDPListener( listenerID, ip, port )			Advanced	7	0								
1510	Command	Multiplayer		DeleteBroadcastListener( iID )			Advanced	7	0								
1511	Command	Multiplayer		DeleteNetworkClient( iNetID, client )			Advanced	7	0								
1512	Command	Multiplayer		DeleteNetworkMessage( iMsgID )			Advanced	7	0								
1513	Command	Multiplayer		DeleteSocket( socketID )			Advanced	7	0								
1514	Command	Multiplayer		DeleteSocketListener( listenerID )			Advanced	7	0								
1515	Command	Multiplayer		DeleteUDPListener( listenerID )			Advanced	7	0								
1516	Command	Multiplayer		FlushSocket( socketID )			Advanced	7	0								
1517	Command	Multiplayer		GetBroadcastMessage( iID )			Advanced	7	1								
1518	Command	Multiplayer		GetDeviceIP()			Advanced	7	1								
1519	Command	Multiplayer		GetDeviceIPv6()			Advanced	7	1								
1520	Command	Multiplayer		GetNetworkClientDisconnected( iNetID, client )			Advanced	7	1								
1521	Command	Multiplayer		GetNetworkClientFloat( iNetID, client, name )			Advanced	7	1								
1522	Command	Multiplayer		GetNetworkClientInteger( iNetID, client, name )			Advanced	7	1								
1523	Command	Multiplayer		GetNetworkClientName( iNetID, client )			Advanced	7	1								
1524	Command	Multiplayer		GetNetworkClientPing( iNetID, client )			Advanced	7	1								
1525	Command	Multiplayer		GetNetworkClientUserData( iNetID, client, index )			Advanced	7	1								
1526	Command	Multiplayer		GetNetworkExists( iNetID )			Advanced	7	2	2							
1527	Command	Multiplayer		GetNetworkFirstClient( iNetID )			Advanced	7	1								
1528	Command	Multiplayer		GetNetworkMessage( iNetID )			Advanced	7	1								
1529	Command	Multiplayer		GetNetworkMessageFloat( iMsgID )			Advanced	7	1								
1530	Command	Multiplayer		GetNetworkMessageFromClient( iMsgID )			Advanced	7	1								
1531	Command	Multiplayer		GetNetworkMessageFromIP( iMsgID )			Advanced	7	1								
1532	Command	Multiplayer		GetNetworkMessageFromPort( iMsgID )			Advanced	7	1								
1533	Command	Multiplayer		GetNetworkMessageInteger( iMsgID )			Advanced	7	1								
1534	Command	Multiplayer		GetNetworkMessageString( iMsgID )			Advanced	7	1								
1535	Command	Multiplayer		GetNetworkMyClientID( iNetID )			Advanced	7	1								
1536	Command	Multiplayer		GetNetworkNextClient( iNetID )			Advanced	7	1								
1537	Command	Multiplayer		GetNetworkNumClients( iNetID )			Advanced	7	1								
1538	Command	Multiplayer		GetNetworkServerID( iNetID )			Advanced	7	1								
1539	Command	Multiplayer		GetSocketByte( socketID )			Advanced	7	1								
1540	Command	Multiplayer		GetSocketBytesAvailable( socketID )			Advanced	7	1								
1541	Command	Multiplayer		GetSocketConnected( socketID )			Advanced	7	1								
1542	Command	Multiplayer		GetSocketExists( socketID )			Advanced	7	2	2							
1543	Command	Multiplayer		GetSocketFloat( socketID )			Advanced	7	1								
1544	Command	Multiplayer		GetSocketInteger( socketID )			Advanced	7	1								
1545	Command	Multiplayer		GetSocketListenerConnection( listenerID )			Advanced	7	1								
1546	Command	Multiplayer		GetSocketRemoteIP( socketID )			Advanced	7	1								
1547	Command	Multiplayer		GetSocketString( socketID )			Advanced	7	1								
1548	Command	Multiplayer		GetUDPNetworkMessage( listenerID )			Advanced	7	1								
1549	Command	Multiplayer		HostNetwork( szNetworkName, szMyName, port, portv6 )			Advanced	7	0								
1550	Command	Multiplayer		IsNetworkActive( iNetID ) AppGameKit Studio Command Reference - Page 14/16			Advanced	7	2	2							
1551	Command	Multiplayer		JoinNetwork( szIP, port, szMyName )			Advanced	7	0								
1552	Command	Multiplayer		KickNetworkClient( iNetID, client )			Advanced	7	0								
1553	Command	Multiplayer		SendNetworkMessage( iNetID, toClient, iMsgID )			Advanced	7	0								
1554	Command	Multiplayer		SendSocketByte( socketID, value )			Advanced	7	0								
1555	Command	Multiplayer		SendSocketFloat( socketID, value )			Advanced	7	0								
1556	Command	Multiplayer		SendSocketInteger( socketID, value )			Advanced	7	0								
1557	Command	Multiplayer		SendSocketString( socketID, value )			Advanced	7	0								
1558	Command	Multiplayer		SendUDPNetworkMessage( listenerID, messageID, toIP, toPort )			Advanced	7	0								
1559	Command	Multiplayer		SetNetworkAllowClients( iNetID )			Advanced	7	0								
1560	Command	Multiplayer		SetNetworkClientUserData( iNetID, client, index, value )			Advanced	7	0								
1561	Command	Multiplayer		SetNetworkLatency( iNetID, latency )			Advanced	7	0								
1562	Command	Multiplayer		SetNetworkLocalFloat( iNetID, name, f )			Advanced	7	0								
1563	Command	Multiplayer		SetNetworkLocalInteger( iNetID, name, i )			Advanced	7	0								
1564	Command	Multiplayer		SetNetworkNoMoreClients( iNetID )			Advanced	7	0								
1565	Command	Extra		ActivateSmartWatch( szReserved )			Advanced	7	0								
1566	Command	Extra		ARControlCamera()			Advanced	7	0								
1567	Command	Extra		ARCreateAnchorFromHitTest( index )			Advanced	7	1	1							
1568	Command	Extra		ARCreateAnchorFromPlane( index )			Advanced	7	1	1							
1569	Command	Extra		ARDeleteAnchor( anchorID )			Advanced	7	0								
1570	Command	Extra		ARDestroy()			Advanced	7	0								
1571	Command	Extra		ARDrawBackground()			Advanced	7	0								
1572	Command	Extra		ARFixObjectToAnchor( objID, anchorID )			Advanced	7	0								
1573	Command	Extra		ARGetAnchorStatus( anchorID )			Advanced	7	1	1							
1574	Command	Extra		ARGetHitTestNormalX( index )			Advanced	7	0								
1575	Command	Extra		ARGetHitTestNormalY( index )			Advanced	7	0								
1576	Command	Extra		ARGetHitTestNormalZ( index )			Advanced	7	0								
1577	Command	Extra		ARGetHitTestType( index )			Advanced	7	1	1							
1578	Command	Extra		ARGetHitTestX( index )			Advanced	7	1	1							
1579	Command	Extra		ARGetHitTestY( index )			Advanced	7	1	1							
1580	Command	Extra		ARGetHitTestZ( index )			Advanced	7	1	1							
1581	Command	Extra		ARGetLightEstimate()			Advanced	7	1	1							
1582	Command	Extra		ARGetPlaneAngleX( index )			Advanced	7	1	1							
1583	Command	Extra		ARGetPlaneAngleY( index )			Advanced	7	1	1							
1584	Command	Extra		ARGetPlaneAngleZ( index )			Advanced	7	1	1							
1585	Command	Extra		ARGetPlanes( reserved )			Advanced	7	1	1							
1586	Command	Extra		ARGetPlanesFinish()			Advanced	7	1	1							
1587	Command	Extra		ARGetPlaneSizeX( index )			Advanced	7	1	1							
1588	Command	Extra		ARGetPlaneSizeZ( index )			Advanced	7	1	1							
1589	Command	Extra		ARGetPlaneX( index )			Advanced	7	1	1							
1590	Command	Extra		ARGetPlaneY( index )			Advanced	7	1	1							
1591	Command	Extra		ARGetPlaneZ( index )			Advanced	7	1	1							
1592	Command	Extra		ARGetStatus()			Advanced	7	1	1							
1593	Command	Extra		ARHitTest( screenX, screenY )			Advanced	7	2	2							
1594	Command	Extra		ARHitTestFinish()			Advanced	7	1	1							
1595	Command	Extra		ARSetLightEstimationMode( mode )			Advanced	7	0								
1596	Command	Extra		ARSetPlaneDetectionMode( mode )			Advanced	7	0								
1597	Command	Extra		ARSetup()			Advanced	7	0								
1598	Command	Extra		CancelLocalNotification( iID )			Advanced	7	0								
1599	Command	Extra		CheckPermission( szPermission )			Advanced	7	1	1							
1600	Command	Extra		DeleteCloudDataVariable( varName )			Advanced	7	0								
1601	Command	Extra		DeleteSharedVariable( varName )			Advanced	7	0								
1602	Command	Extra		FacebookActivateAppTracking()			Advanced	7	0								
1603	Command	Extra		FacebookDestroyLikeButton()			Advanced	7	0								
1604	Command	Extra		FacebookDownloadFriendsPhoto( iIndex )			Advanced	7	0								
1605	Command	Extra		FacebookGetAccessstr()			Advanced	7	1	1							
1606	Command	Extra		FacebookGetFriends()			Advanced	7	1	1							
1607	Command	Extra		FacebookGetFriendsCount()			Advanced	7	1	1							
1608	Command	Extra		FacebookGetFriendsID( iIndex )			Advanced	7	1	1							
1609	Command	Extra		FacebookGetFriendsName( iIndex )			Advanced	7	1	1							
1610	Command	Extra		FacebookGetFriendsState()			Advanced	7	1	1							
1611	Command	Extra		FacebookGetUserID()			Advanced	7	1	1							
1612	Command	Extra		FacebookGetUserName()			Advanced	7	1	1							
1613	Command	Extra		FacebookInviteFriend( szID, szMessage )			Advanced	7	0								
1614	Command	Extra		FacebookLogin()			Advanced	7	0								
1615	Command	Extra		FacebookLogout()			Advanced	7	0								
1616	Command	Extra		FacebookPostOnFriendsWall( szID, szLink, szPicture, szName, szCaption, szDescription )			Advanced	7	0								
1617	Command	Extra		FacebookPostOnMyWall( szLink, szPicture, szName, szCaption, szDescription )			Advanced	7	0								
1618	Command	Extra		FacebookSetup( szID )			Advanced	7	0								
1619	Command	Extra		FacebookShowLikeButton( szURL, iX, iY, iWidth, iHeight )			Advanced	7	0								
1620	Command	Extra		FirebaseLogEvent( event_name )			Advanced	7	0								
1621	Command	Extra		FirebaseSetup()			Advanced	7	0								
1622	Command	Extra		GameCenterAchievementsReset( )			Advanced	7	0								
1623	Command	Extra		GameCenterAchievementsShow( )			Advanced	7	0								
1624	Command	Extra		GameCenterLogin()			Advanced	7	0								
1625	Command	Extra		GameCenterLogout()			Advanced	7	0								
1626	Command	Extra		GameCenterSetup()			Advanced	7	0								
1627	Command	Extra		GameCenterShowLeaderBoard( szBoardID )			Advanced	7	0								
1628	Command	Extra		GameCenterSubmitAchievement( szAchievementID, iPercentageComplete )			Advanced	7	0								
